Operator,Indoor_Outdoor_Travelling,Network Type,Rating,Call Drop Category,Latitude,Longitude,State Name
RJio,Indoor,4G,5,Satisfactory,28.5332136,77.2166649,NCT
Tata,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Travelling,4G,1,Call Dropped,19.1165204,73.0047403,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,26.78051624,82.15099121,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,28.5332136,77.2166649,NCT
RJio,Indoor,4G,3,Satisfactory,22.31739967,88.2262741,West Bengal
Vodafone,Indoor,2G,5,Satisfactory,28.5261601,77.1497894,NCT
Idea,Outdoor,3G,4,Satisfactory,12.998476,77.5831419,Karnataka
Vodafone,Outdoor,2G,5,Satisfactory,17.38477098,78.47660209,Telangana
RJio,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
Idea,Indoor,4G,5,Satisfactory,18.4990267,73.8237781,Maharashtra
Airtel,Indoor,Unknown,4,Satisfactory,12.8641182,77.6523607,Karnataka
BSNL,Indoor,Unknown,5,Satisfactory,12.3060377,78.07129996,Tamil Nadu
Airtel,Outdoor,4G,5,Satisfactory,12.9394725,77.5774854,Karnataka
RJio,Indoor,4G,4,Satisfactory,26.855465,80.90872,Uttar Pradesh
Airtel,Outdoor,3G,3,Poor Voice Quality,18.9243926,72.8246597,Maharashtra
BSNL,Indoor,Unknown,4,Satisfactory,29.61534351,78.3411737,Uttar Pradesh
RJio,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,19.2069572,73.0024457,Maharashtra
RJio,Indoor,4G,3,Poor Voice Quality,-1,-1,NA
Vodafone,Travelling,4G,5,Satisfactory,19.20686068,73.0024816,Maharashtra
Airtel,Travelling,3G,5,Satisfactory,12.9671326,77.7025331,Karnataka
RJio,Outdoor,4G,3,Poor Voice Quality,-1,-1,NA
BSNL,Outdoor,3G,4,Satisfactory,-1,-1,NA
Idea,Indoor,4G,3,Satisfactory,18.6462194,73.8434277,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,17.63644465,78.38110899,Telangana
Idea,Indoor,3G,1,Poor Voice Quality,12.9398546,79.1361471,Tamil Nadu
Vodafone,Indoor,3G,1,Poor Voice Quality,12.9398546,79.1361471,Tamil Nadu
Vodafone,Travelling,4G,4,Satisfactory,12.96631813,79.13789967,Tamil Nadu
Idea,Outdoor,4G,1,Call Dropped,12.92541105,80.11804782,Tamil Nadu
Vodafone,Indoor,4G,1,Poor Voice Quality,20.60937264,72.92086481,Gujarat
Vodafone,Indoor,4G,5,Satisfactory,19.20713829,73.00281189,Maharashtra
Airtel,Indoor,Unknown,4,Satisfactory,25.3969172,81.87903449,Uttar Pradesh
RJio,Travelling,4G,5,Satisfactory,12.52761662,79.90750194,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,23.11659667,80.00296167,Madhya Pradesh
RJio,Indoor,4G,5,Satisfactory,20.0017688,73.77530607,Maharashtra
RJio,Outdoor,4G,5,Satisfactory,28.54651995,77.41094164,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,28.54651995,77.41094164,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,28.5453385,77.4111008,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,28.54633958,77.41273795,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,28.5453385,77.4111008,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,28.5456701,77.4111106,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,28.54634505,77.41255476,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,28.5453385,77.4111008,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,28.54523066,77.41106032,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,5,Satisfactory,28.54522565,77.41108971,Uttar Pradesh
Airtel,Indoor,4G,5,Satisfactory,31.64799924,74.87543002,Punjab
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,19.8246942,75.2449553,Maharashtra
RJio,Indoor,4G,4,Satisfactory,19.8246942,75.2449553,Maharashtra
Idea,Indoor,Unknown,4,Satisfactory,19.8246942,75.2449553,Maharashtra
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,5,Satisfactory,19.20713829,73.00281189,Maharashtra
Airtel,Outdoor,2G,1,Poor Voice Quality,21.11150833,79.09666,Maharashtra
Tata,Indoor,Unknown,4,Satisfactory,18.58693065,73.73884894,Maharashtra
Vodafone,Indoor,4G,1,Poor Voice Quality,19.22808128,72.86509114,Maharashtra
RJio,Outdoor,4G,1,Poor Voice Quality,20.2783836,85.8492371,Odisha
RJio,Outdoor,4G,1,Call Dropped,19.2249074,73.18356642,Maharashtra
RJio,Outdoor,4G,1,Poor Voice Quality,19.22481997,73.1836311,Maharashtra
Vodafone,Indoor,Unknown,2,Poor Voice Quality,28.63837811,77.2312794,NCT
Vodafone,Indoor,Unknown,2,Poor Voice Quality,28.63629,77.2314138,NCT
Vodafone,Indoor,Unknown,2,Poor Voice Quality,28.591091,77.2437113,NCT
Airtel,Travelling,4G,1,Poor Voice Quality,23.5768397,87.2778422,West Bengal
BSNL,Indoor,Unknown,5,Satisfactory,12.91652579,77.60580419,Karnataka
BSNL,Indoor,Unknown,3,Satisfactory,26.3260444,89.4538659,West Bengal
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Travelling,4G,4,Satisfactory,18.9170902,72.82357281,Maharashtra
Idea,Outdoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,4G,1,Poor Voice Quality,26.87719296,75.77829289,Rajasthan
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,Unknown,4,Satisfactory,28.94434106,77.71922657,Uttar Pradesh
BSNL,Indoor,3G,5,Satisfactory,24.75016733,92.79516369,Assam
Airtel,Outdoor,4G,1,Poor Voice Quality,26.87719296,75.77829289,Rajasthan
Vodafone,Outdoor,2G,5,Satisfactory,17.38477098,78.47660209,Telangana
RJio,Travelling,4G,5,Satisfactory,17.0608945,74.2764352,Maharashtra
RJio,Travelling,4G,5,Satisfactory,17.0608945,74.2764352,Maharashtra
Vodafone,Outdoor,3G,5,Satisfactory,17.38477098,78.47660209,Telangana
RJio,Indoor,4G,5,Satisfactory,24.1728191,78.1958061,Madhya Pradesh
RJio,Indoor,4G,5,Satisfactory,17.493813,78.3947098,Telangana
RJio,Indoor,4G,5,Satisfactory,19.1479828,72.8286962,Maharashtra
RJio,Indoor,4G,5,Satisfactory,12.99317441,77.66168355,Karnataka
Airtel,Travelling,Unknown,2,Poor Voice Quality,-1,-1,NA
Vodafone,Outdoor,4G,5,Satisfactory,17.38477098,78.47660209,Telangana
Vodafone,Indoor,4G,5,Satisfactory,19.20684679,73.00252916,Maharashtra
RJio,Indoor,4G,5,Satisfactory,22.78925406,86.23479701,Jharkhand
RJio,Outdoor,4G,5,Satisfactory,22.79575679,86.23749884,Jharkhand
RJio,Outdoor,4G,5,Satisfactory,22.79589342,86.23655122,Jharkhand
RJio,Indoor,4G,5,Satisfactory,22.78950116,86.23508419,Jharkhand
Vodafone,Outdoor,2G,5,Satisfactory,17.38477098,78.47660209,Telangana
BSNL,Outdoor,2G,5,Satisfactory,17.3671828,78.4266422,Telangana
Airtel,Travelling,3G,2,Poor Voice Quality,28.646061,77.2334373,NCT
Airtel,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,20.0017688,73.77530607,Maharashtra
Idea,Outdoor,3G,5,Satisfactory,17.38477098,78.47660209,Telangana
RJio,Outdoor,4G,5,Satisfactory,22.79645208,86.23801414,Jharkhand
BSNL,Indoor,Unknown,4,Satisfactory,23.80747833,87.80578,West Bengal
Idea,Outdoor,4G,4,Satisfactory,18.6462194,73.8434277,Maharashtra
Airtel,Indoor,Unknown,1,Call Dropped,25.39014304,81.8774132,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,20.0017688,73.77530607,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Outdoor,Unknown,5,Satisfactory,26.78051624,82.15099121,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,20.2952168,85.83308177,Odisha
BSNL,Outdoor,Unknown,2,Poor Voice Quality,10.3036936,76.8487287,Tamil Nadu
BSNL,Travelling,3G,3,Satisfactory,10.52721903,77.42248909,Tamil Nadu
BSNL,Travelling,3G,4,Satisfactory,9.82720063,77.991559,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Airtel,Outdoor,4G,1,Call Dropped,28.6418131,77.2957781,NCT
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,19.1479911,72.8286702,Maharashtra
RJio,Indoor,4G,1,Poor Voice Quality,30.827355,76.93176333,Himachal Pradesh
RJio,Travelling,4G,1,Poor Voice Quality,17.3467235,78.5502916,Telangana
RJio,Travelling,4G,1,Poor Voice Quality,17.3467235,78.5502916,Telangana
RJio,Indoor,4G,1,Poor Voice Quality,17.3467235,78.5502916,Telangana
RJio,Outdoor,4G,5,Satisfactory,26.78051624,82.15099121,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Travelling,4G,1,Poor Voice Quality,16.73495167,74.29103333,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,Unknown,1,Call Dropped,22.4474163,88.3985263,West Bengal
Vodafone,Outdoor,3G,5,Satisfactory,17.38477098,78.47660209,Telangana
RJio,Indoor,4G,4,Satisfactory,20.0017688,73.77530607,Maharashtra
RJio,Indoor,4G,3,Satisfactory,19.0058085,72.8391778,Maharashtra
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,1,Call Dropped,-1,-1,NA
Idea,Indoor,Unknown,1,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,Unknown,2,Call Dropped,25.38416779,81.87451665,Uttar Pradesh
RJio,Outdoor,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,25.9973204,79.4665178,Uttar Pradesh
Vodafone,Indoor,4G,3,Poor Voice Quality,30.38253,76.86271333,Haryana
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Idea,Indoor,Unknown,4,Satisfactory,19.4192802,72.8048336,Maharashtra
Idea,Outdoor,Unknown,4,Satisfactory,19.4185972,72.805203,Maharashtra
Airtel,Indoor,4G,3,Satisfactory,28.5128389,77.0927482,Haryana
Airtel,Outdoor,3G,1,Call Dropped,28.6229192,77.0606125,NCT
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,1,Call Dropped,28.5436761,77.3850166,Uttar Pradesh
Idea,Outdoor,3G,5,Satisfactory,17.38477098,78.47660209,Telangana
Vodafone,Indoor,2G,1,Poor Voice Quality,-1,-1,NA
Airtel,Travelling,3G,2,Poor Voice Quality,28.646061,77.2334373,NCT
Airtel,Indoor,Unknown,4,Satisfactory,25.38395112,81.87490693,Uttar Pradesh
Vodafone,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Travelling,4G,5,Satisfactory,25.58111592,85.05330213,Bihar
BSNL,Indoor,3G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,1,Poor Voice Quality,20.26939016,85.85294118,Odisha
Vodafone,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,2,Poor Voice Quality,28.70015953,77.12878912,NCT
RJio,Outdoor,4G,5,Satisfactory,26.78051624,82.15099121,Uttar Pradesh
Idea,Indoor,Unknown,2,Poor Voice Quality,17.378648,78.4842593,Telangana
RJio,Indoor,4G,4,Satisfactory,22.8698209,88.368701,West Bengal
RJio,Indoor,4G,2,Poor Voice Quality,-1,-1,NA
Idea,Indoor,Unknown,2,Poor Voice Quality,17.3787263,78.4842685,Telangana
Vodafone,Indoor,3G,2,Poor Voice Quality,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,31.64799924,74.87543002,Punjab
Idea,Indoor,4G,4,Satisfactory,18.6462194,73.8434277,Maharashtra
RJio,Outdoor,4G,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,26.17756535,91.7403917,Assam
BSNL,Travelling,2G,1,Poor Voice Quality,17.3671828,78.4266422,Telangana
RJio,Travelling,4G,5,Satisfactory,17.0608945,74.2764352,Maharashtra
RJio,Outdoor,4G,1,Call Dropped,17.0608945,74.2764352,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,28.94434106,77.71922657,Uttar Pradesh
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
BSNL,Travelling,3G,2,Poor Voice Quality,17.3671828,78.4266422,Telangana
Airtel,Travelling,3G,1,Poor Voice Quality,28.646061,77.2334373,NCT
RJio,Outdoor,4G,4,Satisfactory,28.7063963,77.0878355,NCT
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,3G,4,Satisfactory,10.94672543,77.71956903,Tamil Nadu
RJio,Outdoor,4G,1,Poor Voice Quality,-1,-1,NA
Vodafone,Travelling,2G,1,Call Dropped,25.9123219,82.0010293,Uttar Pradesh
BSNL,Indoor,2G,5,Satisfactory,17.3671828,78.4266422,Telangana
BSNL,Indoor,2G,1,Call Dropped,-1,-1,NA
RJio,Outdoor,Unknown,4,Satisfactory,11.00883339,77.05787543,Tamil Nadu
RJio,Travelling,4G,5,Satisfactory,17.0608945,74.2764352,Maharashtra
RJio,Travelling,4G,5,Satisfactory,17.0608945,74.2764352,Maharashtra
RJio,Indoor,4G,5,Satisfactory,20.2952168,85.83308177,Odisha
RJio,Indoor,4G,4,Satisfactory,22.5472649,88.2920528,West Bengal
RJio,Travelling,4G,5,Satisfactory,17.0608945,74.2764352,Maharashtra
BSNL,Travelling,Unknown,1,Poor Voice Quality,23.38926553,85.31443147,Jharkhand
RJio,Outdoor,4G,5,Satisfactory,23.23261858,77.43607796,Madhya Pradesh
RJio,Indoor,4G,4,Satisfactory,22.3363645,70.75398409,Gujarat
RJio,Outdoor,4G,5,Satisfactory,26.7807089,82.1507362,Uttar Pradesh
RJio,Travelling,4G,1,Poor Voice Quality,23.5664754,87.2803286,West Bengal
Idea,Outdoor,3G,5,Satisfactory,17.38477098,78.47660209,Telangana
Airtel,Indoor,4G,5,Satisfactory,21.17345814,79.10062915,Maharashtra
Airtel,Indoor,4G,5,Satisfactory,21.12718022,79.10194157,Maharashtra
RJio,Indoor,4G,3,Satisfactory,-1,-1,NA
Idea,Indoor,4G,3,Satisfactory,15.5784268,73.7945539,Goa
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Travelling,4G,1,Poor Voice Quality,23.5772168,87.278153,West Bengal
Airtel,Travelling,3G,2,Call Dropped,30.66590167,76.71479,Punjab
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,5,Satisfactory,26.87725946,75.77833355,Rajasthan
Airtel,Indoor,Unknown,3,Call Dropped,26.3197302,89.4361184,West Bengal
Idea,Travelling,4G,2,Poor Voice Quality,15.5495275,73.7695499,Goa
Idea,Outdoor,4G,4,Satisfactory,-1,-1,NA
BSNL,Travelling,Unknown,2,Poor Voice Quality,23.38926553,85.31443147,Jharkhand
RJio,Indoor,4G,5,Satisfactory,17.4665767,78.4822697,Telangana
RJio,Indoor,Unknown,4,Satisfactory,28.94452938,77.7192535,Uttar Pradesh
RJio,Indoor,Unknown,2,Poor Voice Quality,22.47989379,70.0617853,Gujarat
Airtel,Indoor,4G,4,Satisfactory,15.83238124,74.5111013,Karnataka
RJio,Indoor,4G,1,Poor Voice Quality,-1,-1,NA
BSNL,Indoor,Unknown,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,13.05306123,80.15484479,Tamil Nadu
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Vodafone,Indoor,3G,5,Satisfactory,22.6990973,88.3883282,West Bengal
RJio,Outdoor,4G,5,Satisfactory,22.49373351,88.38392169,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.5850687,88.42236065,West Bengal
RJio,Indoor,4G,5,Satisfactory,22.5850687,88.42236065,West Bengal
RJio,Indoor,4G,1,Poor Voice Quality,25.23382,86.9637894,Bihar
RJio,Indoor,4G,1,Call Dropped,25.2330954,86.9635462,Bihar
RJio,Indoor,4G,1,Poor Voice Quality,25.2330954,86.9635462,Bihar
RJio,Indoor,4G,1,Poor Voice Quality,25.2337575,86.9640215,Bihar
RJio,Indoor,4G,1,Poor Voice Quality,25.2337575,86.9640215,Bihar
RJio,Indoor,4G,1,Poor Voice Quality,25.2337575,86.9640215,Bihar
RJio,Indoor,4G,1,Poor Voice Quality,25.2337263,86.9635081,Bihar
RJio,Indoor,4G,1,Poor Voice Quality,25.2337395,86.9637869,Bihar
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,3,Satisfactory,28.50972738,77.06524344,Haryana
Airtel,Indoor,3G,3,Satisfactory,28.75679239,77.4917563,Uttar Pradesh
Airtel,Indoor,3G,3,Satisfactory,28.5744441,77.3911846,Uttar Pradesh
RJio,Outdoor,4G,4,Satisfactory,-1,-1,NA
Vodafone,Indoor,4G,4,Satisfactory,-1,-1,NA
Idea,Travelling,4G,2,Call Dropped,18.6462194,73.8434277,Maharashtra
Airtel,Indoor,4G,4,Satisfactory,28.4810503,77.3178857,Haryana
RJio,Outdoor,4G,4,Satisfactory,21.74413913,70.58634092,Gujarat
BSNL,Indoor,3G,4,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,3,Poor Voice Quality,25.60964769,85.1619859,Bihar
Vodafone,Indoor,Unknown,3,Satisfactory,22.07179167,82.15059,Chhattisgarh
Airtel,Indoor,Unknown,4,Satisfactory,26.75125649,79.22189058,Uttar Pradesh
Airtel,Indoor,Unknown,5,Satisfactory,17.489976,78.3717667,Telangana
Vodafone,Indoor,4G,5,Satisfactory,19.20756087,72.97087469,Maharashtra
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Travelling,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Travelling,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Indoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Outdoor,Unknown,4,Satisfactory,-1,-1,NA
Airtel,Travelling,4G,1,Poor Voice Quality,23.5664754,87.2803286,West Bengal
RJio,Indoor,4G,4,Satisfactory,-1,-1,NA
RJio,Indoor,4G,4,Satisfactory,15.4958067,80.0516304,Andhra Pradesh
Airtel,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Outdoor,4G,4,Satisfactory,11.2522355,77.2324323,Tamil Nadu
Airtel,Outdoor,4G,4,Satisfactory,11.2522355,77.2324323,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2522355,77.2324323,Tamil Nadu
Airtel,Outdoor,Unknown,4,Satisfactory,11.2522355,77.2324323,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2522355,77.2324323,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2522355,77.2324323,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2522355,77.2324323,Tamil Nadu
RJio,Outdoor,4G,4,Satisfactory,11.2522355,77.2324323,Tamil Nadu
BSNL,Indoor,Unknown,4,Satisfactory,29.6152044,78.3411387,Uttar Pradesh
RJio,Indoor,4G,5,Satisfactory,22.6580196,88.3770961,West Bengal
RJio,Travelling,4G,4,Satisfactory,13.0931833,77.5513735,Karnataka
RJio,Outdoor,4G,5,Satisfactory,20.2952168,85.83308177,Odisha
Airtel,Indoor,Unknown,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,24.1728747,78.1965184,Madhya Pradesh
Airtel,Indoor,Unknown,2,Call Dropped,-1,-1,NA
Airtel,Indoor,Unknown,3,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,12.30560184,78.07298524,Tamil Nadu
RJio,Indoor,4G,3,Poor Voice Quality,18.49357058,74.17536393,Maharashtra
RJio,Indoor,4G,4,Satisfactory,13.0931833,77.5513735,Karnataka
BSNL,Indoor,Unknown,2,Poor Voice Quality,26.84917,80.9565625,Uttar Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,17.3346871,78.591893,Telangana
RJio,Travelling,4G,1,Poor Voice Quality,17.3346871,78.591893,Telangana
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
Idea,Outdoor,4G,4,Satisfactory,13.64763876,79.42529635,Andhra Pradesh
RJio,Indoor,4G,1,Poor Voice Quality,25.2336243,86.9635493,Bihar
BSNL,Indoor,3G,5,Satisfactory,22.46389667,88.30547833,West Bengal
Idea,Indoor,3G,3,Satisfactory,18.6462194,73.8434277,Maharashtra
Vodafone,Indoor,3G,5,Satisfactory,22.6987709,88.3893252,West Bengal
Vodafone,Indoor,3G,5,Satisfactory,26.88583779,75.73214497,Rajasthan
RJio,Indoor,4G,5,Satisfactory,28.5162921,77.198771,NCT
Vodafone,Indoor,3G,5,Satisfactory,22.6989996,88.3885977,West Bengal
Airtel,Travelling,3G,4,Satisfactory,18.94250621,72.82368694,Maharashtra
Airtel,Indoor,3G,1,Poor Voice Quality,28.5745325,77.3915131,Uttar Pradesh
RJio,Indoor,4G,4,Satisfactory,23.25545439,77.46360653,Madhya Pradesh
BSNL,Indoor,4G,5,Satisfactory,31.1092271,77.1343507,Himachal Pradesh
Vodafone,Indoor,4G,3,Poor Voice Quality,12.92332452,77.57598105,Karnataka
Vodafone,Indoor,3G,2,Poor Voice Quality,12.93635688,77.58689336,Karnataka
Vodafone,Indoor,3G,3,Poor Voice Quality,12.93635688,77.58689336,Karnataka
Vodafone,Indoor,3G,3,Poor Voice Quality,12.93635688,77.58689336,Karnataka
Vodafone,Indoor,3G,3,Poor Voice Quality,12.93635688,77.58689336,Karnataka
RJio,Travelling,4G,5,Satisfactory,-1,-1,NA
Tata,Indoor,Unknown,4,Satisfactory,18.58446284,73.7351742,Maharashtra
Vodafone,Indoor,3G,3,Poor Voice Quality,12.93635688,77.58689336,Karnataka
Vodafone,Indoor,3G,3,Poor Voice Quality,12.93635688,77.58689336,Karnataka
Vodafone,Indoor,3G,3,Poor Voice Quality,12.93635688,77.58689336,Karnataka
RJio,Indoor,4G,4,Satisfactory,12.9912207,77.5495292,Karnataka
Airtel,Outdoor,Unknown,4,Satisfactory,28.43007237,77.0963772,Haryana
Vodafone,Outdoor,3G,5,Satisfactory,28.520616,77.2118782,NCT
Vodafone,Indoor,3G,5,Satisfactory,28.520616,77.2118782,NCT
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,21.16401962,72.79070214,Gujarat
RJio,Indoor,4G,5,Satisfactory,-1,-1,NA
RJio,Indoor,4G,1,Poor Voice Quality,21.16401962,72.79070214,Gujarat
RJio,Outdoor,4G,5,Satisfactory,21.14517198,72.75684076,Gujarat
RJio,Indoor,4G,1,Call Dropped,21.16429901,72.79066834,Gujarat
RJio,Indoor,4G,1,Call Dropped,21.16429901,72.79066834,Gujarat
RJio,Indoor,4G,1,Call Dropped,21.16429901,72.79066834,Gujarat
RJio,Indoor,4G,1,Call Dropped,21.16429901,72.79066834,Gujarat
RJio,Indoor,4G,1,Poor Voice Quality,21.16421581,72.79050327,Gujarat
RJio,Indoor,4G,4,Satisfactory,16.703636,74.2435629,Maharashtra
Airtel,Travelling,3G,2,Poor Voice Quality,19.2355815,73.1317559,Maharashtra
Airtel,Travelling,3G,2,Poor Voice Quality,19.21501192,73.16277647,Maharashtra
Airtel,Travelling,3G,2,Poor Voice Quality,19.21575784,73.16232892,Maharashtra
Airtel,Travelling,3G,2,Poor Voice Quality,19.21795127,73.16295067,Maharashtra
Airtel,Travelling,3G,2,Poor Voice Quality,19.21795127,73.16295067,Maharashtra
Airtel,Travelling,3G,2,Poor Voice Quality,19.23554097,73.13115259,Maharashtra
Airtel,Travelling,4G,1,Call Dropped,19.12601962,73.03473848,Maharashtra
Airtel,Travelling,4G,1,Call Dropped,19.13829228,73.00321854,Maharashtra
Airtel,Travelling,4G,1,Call Dropped,19.13817372,73.00319211,Maharashtra
Airtel,Outdoor,4G,1,Poor Voice Quality,19.13720793,73.00197302,Maharashtra
Airtel,Travelling,4G,1,Poor Voice Quality,19.1370766,73.00147759,Maharashtra
Airtel,Travelling,3G,1,Poor Voice Quality,19.18700888,72.97514886,Maharashtra
Airtel,Travelling,4G,1,Poor Voice Quality,19.2499896,73.15942998,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,19.26056714,73.18431071,Maharashtra
Airtel,Indoor,3G,1,Poor Voice Quality,19.26790641,73.17169337,Maharashtra
Airtel,Indoor,4G,1,Poor Voice Quality,19.19298893,73.09613223,Maharashtra
RJio,Outdoor,4G,1,Poor Voice Quality,20.2695897,85.85206651,Odisha
RJio,Outdoor,4G,4,Satisfactory,28.5589775,77.0533548,Haryana
BSNL,Indoor,Unknown,2,Poor Voice Quality,-1,-1,NA
RJio,Indoor,4G,3,Poor Voice Quality,21.16434669,72.79056062,Gujarat
Airtel,Indoor,3G,5,Satisfactory,28.5424221,77.3864706,Uttar Pradesh
Idea,Outdoor,3G,1,Poor Voice Quality,23.2132766,77.45627437,Madhya Pradesh
Vodafone,Outdoor,3G,5,Satisfactory,28.5206421,77.2119591,NCT
Idea,Indoor,Unknown,3,Satisfactory,-1,-1,NA
RJio,Indoor,4G,5,Satisfactory,28.53312712,77.21692083,NCT
RJio,Outdoor,4G,1,Poor Voice Quality,0,0,NA
Idea,Indoor,4G,1,Call Dropped,-1,-1,NA
RJio,Travelling,4G,5,Satisfactory,-1,-1,NA
BSNL,Indoor,Unknown,5,Satisfactory,12.91766736,77.60564589,Karnataka
Tata,Indoor,Unknown,4,Satisfactory,18.5860361,73.7399239,Maharashtra
RJio,Indoor,4G,5,Satisfactory,24.1742149,78.1965528,Madhya Pradesh
BSNL,Travelling,Unknown,2,Poor Voice Quality,23.38926553,85.31443147,Jharkhand
RJio,Outdoor,4G,4,Satisfactory,22.99787537,72.57996008,Gujarat
Airtel,Indoor,3G,3,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,3,Satisfactory,-1,-1,NA
Airtel,Indoor,4G,3,Satisfactory,-1,-1,NA
Idea,Indoor,3G,5,Satisfactory,18.50498,73.822315,Maharashtra
RJio,Indoor,Unknown,3,Call Dropped,12.27989388,76.64722141,Karnataka
RJio,Indoor,Unknown,4,Satisfactory,12.27988524,76.64723321,Karnataka
BSNL,Indoor,Unknown,1,Poor Voice Quality,22.5796209,88.300457,West Bengal
